Date,Amount,Account Number,,Transaction Type,Transaction Details,Balance,Category,Merchant Name,Processed On
29 Jul 25,1627.65,Card ending 6690,,CREDIT CARD PAYMENT,INTERNET PAYMENT Linked Acc Trns,-13244.39,Internal transfers,,29 Jul 25
29 Jul 25,-94.88,Card ending 8723,,CREDIT CARD PURCHASE,DBS*Kiddie Cove Early Sunbury,-14872.04,Other shopping,Debitsuccess,29 Jul 25
29 Jul 25,-55.03,Card ending 8723,,CREDIT CARD PURCHASE,ALDI STORES SHELLHARBOUR,-14777.16,Groceries,ALDI (Shellharbour),29 Jul 25
29 Jul 25,-16.99,Card ending 8723,,CREDIT CARD PURCHASE,CHEMIST WAREHOUSE SUNBURY,-14722.13,Medical,Chemist Warehouse (Sunbury),29 Jul 25
29 Jul 25,-7.61,Card ending 8723,,CREDIT CARD PURCHASE,ZLR*M1FLATC Melbourne Air,-14705.14,Cafe & coffee,FlatChat,29 Jul 25
29 Jul 25,-41.15,Card ending 6690,,CREDIT CARD PURCHASE,SNAP FITNE* SNAP FITNE SUNBURY,-14697.53,Gym & fitness,Snap Fitness (Sunbury),29 Jul 25
29 Jul 25,-4.49,Card ending 8723,,CREDIT CARD PURCHASE,Google One Barangaroo,-14656.38,Electronics & technology,Google Australia,29 Jul 25
28 Jul 25,-15.00,Card ending 6690,,CREDIT CARD PURCHASE,Woolworths Online BELLA VISTA,-14651.89,Groceries,Woolworths Online,28 Jul 25
28 Jul 25,-16.45,Card ending 6690,,CREDIT CARD PURCHASE,Audible Limited AU MELBOURNE,-14636.89,Subscriptions,Audible,28 Jul 25
28 Jul 25,-49.00,Card ending 8723,,CREDIT CARD PURCHASE,TARGET 5226 SUNBURY,-14620.44,Other shopping,Target (Sunbury),28 Jul 25
28 Jul 25,-66.80,Card ending 8723,,CREDIT CARD PURCHASE,TARGET 5226 SUNBURY,-14571.44,Other shopping,Target (Sunbury),28 Jul 25
28 Jul 25,-32.20,Card ending 8723,,CREDIT CARD PURCHASE,GYG Sunbury Aberfeldie,-14504.64,Restaurants & takeaway,Guzman Y Gomez (Sunbury),28 Jul 25
28 Jul 25,-64.00,Card ending 8723,,CREDIT CARD PURCHASE,BIG W/HORNE STREET SUNBURY,-14472.44,Other shopping,BIG W (Sunbury),28 Jul 25
28 Jul 25,-9.99,Card ending 6690,,CREDIT CARD PURCHASE,AMZNPRIMEAU MEMBERSHIP SYDNEY SOUTH,-14408.44,Subscriptions,Amazon Prime Membership,28 Jul 25
28 Jul 25,-1.49,Card ending 8723,,CREDIT CARD PURCHASE,APPLE.COM/BILL SYDNEY,-14398.45,Subscriptions,Apple (App Store),28 Jul 25
28 Jul 25,-10.19,Card ending 8723,,CREDIT CARD PURCHASE,SQ *SPARKLE FRUIT Barwon heads,-14396.96,Other shopping,Square,28 Jul 25
28 Jul 25,60.00,Card ending 8723,,CREDIT CARD REFUND,BIGW ONLINE BELLA VISTA,-14386.77,Refund,BIG W,28 Jul 25
28 Jul 25,-149.38,Card ending 8723,,CREDIT CARD PURCHASE,Woolworths Online BELLA VISTA,-14446.77,Groceries,Woolworths Online,28 Jul 25
25 Jul 25,-20.57,Card ending 6690,,CREDIT CARD PURCHASE,MICROSOFT#G103385847 MSBILL.INFO,-14297.39,Electronics & technology,Microsoft,25 Jul 25
25 Jul 25,-55.41,Card ending 6690,,CREDIT CARD PURCHASE,BRIGHTE CAPITAL SYDNEY,-14276.82,Loans,Brighte,25 Jul 25
25 Jul 25,-1.00,Card ending 8723,,CREDIT CARD PURCHASE,HUME CITY COUNCIL SUNBURY,-14221.41,Travel expenses,Hume City Council (Sunbury Visitor Information Centre),25 Jul 25
25 Jul 25,-8.00,Card ending 8723,,CREDIT CARD PURCHASE,HUME CITY COUNCIL SUNBURY,-14220.41,Travel expenses,Hume City Council (Sunbury Visitor Information Centre),25 Jul 25
25 Jul 25,-20.14,Card ending 8723,,CREDIT CARD PURCHASE,LINKT MELBOURNE MELBOURNE,-14212.41,Travel expenses,Linkt,25 Jul 25
25 Jul 25,-44.99,Card ending 6690,,CREDIT CARD PURCHASE,Google One Barangaroo,-14192.27,Electronics & technology,Google Australia,25 Jul 25
24 Jul 25,-221.59,Card ending 8723,,CREDIT CARD PURCHASE,VICROADS RECURRING KEW,-14147.28,Government,VicRoads,24 Jul 25
23 Jul 25,1000.00,Card ending 6690,,CREDIT CARD PAYMENT,INTERNET PAYMENT Linked Acc Trns,-13925.69,Internal transfers,,23 Jul 25
23 Jul 25,-104.00,Card ending 8723,,CREDIT CARD PURCHASE,Woolworths Online BELLA VISTA,-14925.69,Groceries,Woolworths Online,23 Jul 25
23 Jul 25,-101.38,Card ending 8723,,CREDIT CARD PURCHASE,PLAYHQ* BASKETBALL MELBOURNE,-14821.69,Gym & fitness,PlayHQ,23 Jul 25
22 Jul 25,-156.88,Card ending 8723,,CREDIT CARD PURCHASE,CHEMIST WAREHOUSE SUNBURY,-14720.31,Medical,Chemist Warehouse (Sunbury),22 Jul 25
22 Jul 25,-9.60,Card ending 8723,,CREDIT CARD PURCHASE,MCDONALDS WARRNMBL CN WARRNAMBOOL,-14563.43,Restaurants & takeaway,McDonald's (Warrnambool Central),22 Jul 25
22 Jul 25,-55.75,Card ending 8723,,CREDIT CARD PURCHASE,MCDONALDS WARRNMBL CN WARRNAMBOOL,-14553.83,Restaurants & takeaway,McDonald's (Warrnambool Central),22 Jul 25
22 Jul 25,-45.74,Card ending 8723,,CREDIT CARD PURCHASE,DBS*Kiddie Cove Early Sunbury,-14498.08,Other shopping,Debitsuccess,22 Jul 25
22 Jul 25,-95.67,Card ending     ,,INTEREST CHARGED,INTEREST ON PURCHASE(S),-14452.34,Fees,,22 Jul 25
21 Jul 25,-37.10,Card ending 8723,,CREDIT CARD PURCHASE,EZI*Hume City Council Craigieburn,-14356.67,Government,Hume City Council (Craigieburn),21 Jul 25
21 Jul 25,-59.77,Card ending 8723,,CREDIT CARD PURCHASE,Goonawarra Medical Sunbury,-14319.57,Medical,Goonawarra Medical Centre,21 Jul 25
21 Jul 25,-255.48,Card ending 8723,,CREDIT CARD PURCHASE,Woolworths Online BELLA VISTA,-14259.80,Groceries,Woolworths Online,21 Jul 25
18 Jul 25,-100.58,Card ending 8723,,CREDIT CARD PURCHASE,SQ *THE TRUSTEE FOR METROMount Gambier,-14004.32,Other shopping,Square,18 Jul 25
17 Jul 25,-87.92,Card ending 8723,,CREDIT CARD PURCHASE,FEVER* TITANIC A VOYAG SYDNEY,-13903.74,Attractions & events,Fever,17 Jul 25
17 Jul 25,-66.69,Card ending 8723,,CREDIT CARD PURCHASE,Portland Strawberries PORTLAND,-13815.82,Groceries,Portland Strawberries,17 Jul 25
17 Jul 25,-32.50,Card ending 8723,,CREDIT CARD PURCHASE,Portland Leisure Portland,-13749.13,Gym & fitness,Belgravia Leisure (Portland Leisure),17 Jul 25
17 Jul 25,-44.65,Card ending 8723,,CREDIT CARD PURCHASE,MCDONALDS PORTLAND PORTLAND,-13716.63,Restaurants & takeaway,McDonald's (Portland),17 Jul 25
17 Jul 25,-21.10,Card ending 8723,,CREDIT CARD PURCHASE,Portland Leisure Portland,-13671.98,Gym & fitness,Belgravia Leisure (Portland Leisure),17 Jul 25
16 Jul 25,-18.99,Card ending 8723,,CREDIT CARD PURCHASE,APPLE.COM/BILL SYDNEY,-13650.88,Subscriptions,Apple (App Store),16 Jul 25
16 Jul 25,-22.98,Card ending 8723,,CREDIT CARD PURCHASE,PAVILION CAFE BAR WARRNAMBOOL,-13631.89,Cafe & coffee,Pavilion Cafe & Bar,16 Jul 25
16 Jul 25,-126.06,Card ending 8723,,CREDIT CARD PURCHASE,WOOLWORTHS/95-97B PERCY SPORTLAND,-13608.91,Groceries,Woolworths (Portland),16 Jul 25
15 Jul 25,-2.00,Card ending 8723,,CREDIT CARD PURCHASE,GSC LIBRARY PORTLAND,-13482.85,Education,,15 Jul 25
15 Jul 25,-41.15,Card ending 6690,,CREDIT CARD PURCHASE,SNAP FITNE* SNAP FITNE SUNBURY,-13480.85,Gym & fitness,Snap Fitness (Sunbury),15 Jul 25
15 Jul 25,-45.74,Card ending 8723,,CREDIT CARD PURCHASE,DBS*Kiddie Cove Early Sunbury,-13439.70,Other shopping,Debitsuccess,15 Jul 25
14 Jul 25,-41.30,Card ending 8723,,CREDIT CARD PURCHASE,WOOLWORTHS/95-97B PERCY SPORTLAND,-13393.96,Groceries,Woolworths (Portland),14 Jul 25
14 Jul 25,1000.00,Card ending 6690,,CREDIT CARD PAYMENT,INTERNET PAYMENT Linked Acc Trns,-13352.66,Internal transfers,,14 Jul 25
14 Jul 25,-20.12,Card ending 8723,,CREDIT CARD PURCHASE,BUNNINGS 734000 PORTLAND,-14352.66,Home improvements,Bunnings (Portland),14 Jul 25
14 Jul 25,-12.00,Card ending 8723,,CREDIT CARD PURCHASE,BWS LIQUOR/95-97B PERCY SPORTLAND,-14332.54,Alcohol,BWS (Portland),14 Jul 25
14 Jul 25,-35.15,Card ending 8723,,CREDIT CARD PURCHASE,SQ *BAHLOO PORTLAND Portland,-14320.54,Cafe & coffee,Cafe Bahloo (Portland),14 Jul 25
14 Jul 25,-67.88,Card ending 8723,,CREDIT CARD PURCHASE,AGL SALES 0308 MELBOURNE,-14285.39,Utilities,AGL,14 Jul 25
14 Jul 25,-127.60,Card ending 8723,,CREDIT CARD PURCHASE,WOOLWORTHS/95-97B PERCY SPORTLAND,-14217.51,Groceries,Woolworths (Portland),14 Jul 25
14 Jul 25,-48.50,Card ending 8723,,CREDIT CARD PURCHASE,Portland Strawberries PORTLAND,-14089.91,Groceries,Portland Strawberries,14 Jul 25
11 Jul 25,-55.41,Card ending 6690,,CREDIT CARD PURCHASE,BRIGHTE CAPITAL SYDNEY,-14041.41,Loans,Brighte,11 Jul 25
11 Jul 25,-225.24,Card ending 8723,,CREDIT CARD PURCHASE,Woolworths Online BELLA VISTA,-13986.00,Groceries,Woolworths Online,11 Jul 25
11 Jul 25,-48.00,Card ending 8723,,CREDIT CARD PURCHASE,KMART 3334 PORTLAND,-13760.76,Other shopping,Kmart (Portland),11 Jul 25
11 Jul 25,-85.00,Card ending 6690,,CREDIT CARD PURCHASE,TELSTRA SERVICES MELBOURNE,-13712.76,Phone & internet,Telstra,11 Jul 25
09 Jul 25,-165.47,Card ending 8723,,CREDIT CARD PURCHASE,Woolworths Online BELLA VISTA,-13627.76,Groceries,Woolworths Online,09 Jul 25
09 Jul 25,-20.00,Card ending     ,,FEES,LATE PAYMENT FEE,-13462.29,Fees,,09 Jul 25
09 Jul 25,-14.95,Card ending 6690,,CREDIT CARD PURCHASE,POCKETSMITH DUNEDIN,-13442.29,Uncategorised,,09 Jul 25
09 Jul 25,-0.15,Card ending     ,,FEES,NAB INTNL TRAN FEE - (SC),-13427.34,Fees,,09 Jul 25
08 Jul 25,-784.20,Card ending 8723,,CREDIT CARD PURCHASE,DOCTORS HEALTH FND SYDNEY,-13427.19,Insurance,Doctors Health Fund,08 Jul 25
08 Jul 25,-60.00,Card ending 8723,,CREDIT CARD PURCHASE,BIGW ONLINE BELLA VISTA,-12642.99,Other shopping,BIG W,08 Jul 25
08 Jul 25,-49.63,Card ending 8723,,CREDIT CARD PURCHASE,DBS*Kiddie Cove Early Sunbury,-12582.99,Other shopping,Debitsuccess,08 Jul 25
07 Jul 25,-510.00,Card ending 6690,,CREDIT CARD PURCHASE,TELSTRA BILL PAYMENT MELBOURNE,-12533.36,Phone & internet,Telstra,07 Jul 25
07 Jul 25,-2.99,Card ending 6690,,CREDIT CARD PURCHASE,AD FREE FOR PRIMEVIDEO SYDNEY,-12023.36,Subscriptions,Amazon Prime Video,07 Jul 25
07 Jul 25,-65.50,Card ending 8723,,CREDIT CARD PURCHASE,SQ *TA VALLETTA PASTA ONLSunbury,-12020.37,Other shopping,Square,07 Jul 25
07 Jul 25,-149.67,Card ending 8723,,CREDIT CARD PURCHASE,UNITED HEATHCOTE HEATHCOTE,-11954.87,Fuel,United Petroleum (Heathcote),07 Jul 25
07 Jul 25,-34.00,Card ending 8723,,CREDIT CARD PURCHASE,EZI*Hume City Council Craigieburn,-11805.20,Government,Hume City Council (Craigieburn),07 Jul 25
07 Jul 25,-18.99,Card ending 6690,,CREDIT CARD PURCHASE,NETFLIX.COM Melbourne,-11771.20,Subscriptions,Netflix,07 Jul 25
07 Jul 25,-3262.00,Card ending 6690,,CREDIT CARD PURCHASE,SPARTAN TYRE SUNBURY,-11752.21,Vehicle expenses,Spartan Tyre & Service Centre,07 Jul 25
04 Jul 25,-140.51,Card ending 8723,,CREDIT CARD PURCHASE,HOLLARD INSURANCE CHATSWOOD,-8490.21,Insurance,Hollard Insurance,04 Jul 25
04 Jul 25,-178.92,Card ending 8723,,CREDIT CARD PURCHASE,HOLLARD INSURANCE CHATSWOOD,-8349.70,Insurance,Hollard Insurance,04 Jul 25
04 Jul 25,-439.44,Card ending 8723,,CREDIT CARD PURCHASE,AGL SALES 0308 MELBOURNE,-8170.78,Utilities,AGL,04 Jul 25
04 Jul 25,-120.56,Card ending 8723,,CREDIT CARD PURCHASE,HOLLARD INSURANCE CHATSWOOD,-7731.34,Insurance,Hollard Insurance,04 Jul 25
03 Jul 25,-229.80,Card ending 8723,,CREDIT CARD PURCHASE,Woolworths Online BELLA VISTA,-7610.78,Groceries,Woolworths Online,03 Jul 25
02 Jul 25,-403.24,Card ending 6690,,CREDIT CARD PURCHASE,ZURICH AUSTRALIA LIMITED NORTH SYDNEY,-7380.98,Insurance,Zurich,02 Jul 25
01 Jul 25,-16.99,Card ending 6690,,CREDIT CARD PURCHASE,Google YouTubePremium Barangaroo,-6977.74,Subscriptions,YouTube,01 Jul 25
01 Jul 25,-41.15,Card ending 6690,,CREDIT CARD PURCHASE,SNAP FITNE* SNAP FITNE SUNBURY,-6960.75,Gym & fitness,Snap Fitness (Sunbury),01 Jul 25
01 Jul 25,-124.57,Card ending 8723,,CREDIT CARD PURCHASE,DBS*Kiddie Cove Early Sunbury,-6919.60,Other shopping,Debitsuccess,01 Jul 25
